1,1485287900,23.9908,56.9818,65,1,101.985,49,\N
2,1485289468,23.9713,56.9797,1099,1,102.044,48,\N
3,1485289475,23.9908,56.9818,65,1,102.076,48,\N
4,1485289477,23.9909,56.9819,10,2,102.075,48,\N
5,1485289479,23.9908,56.9819,10,10,102.074,48,\N
6,1485289485,23.9908,56.9819,10,9,102.068,48,\N
7,1485289487,23.9908,56.9819,10,9,102.069,48,\N
8,1485289487,23.9908,56.9819,10,9,102.069,48,\N
9,1485289487,23.9908,56.9819,10,9,102.069,48,\N
10,1485289487,23.9908,56.9819,10,9,102.069,48,\N
11,1485289487,23.9908,56.9819,10,9,102.069,48,\N
12,1485289842,23.9674,56.9793,1414,9,102.083,48,\N
13,1485289850,23.9906,56.9821,5,51,102.084,48,\N
14,1485289854,23.9908,56.9821,10,4,102.083,48,\N
15,1485289855,23.9908,56.9821,5,4,102.081,48,\N
16,1485289856,23.9908,56.9821,5,4,102.081,48,\N
17,1485289975,23.9909,56.9818,65,1,102.089,48,\N
18,1485290805,\N,\N,\N,\N,\N,\N,\N
19,1485290805,\N,\N,\N,\N,\N,\N,\N
20,1485290805,23.9912,56.9818,65,0,\N,47,\N
21,1485291304,23.9652,56.979,1414,0,102.098,47,\N
22,1485291400,23.9907,56.9819,165,0,102.121,47,\N
23,1485291526,23.9909,56.9818,65,1,102.133,47,\N
24,1485291657,23.9907,56.9818,65,2,102.134,47,\N
25,1485292864,23.9909,56.9818,65,1,102.131,44,\N
26,1485293406,23.9912,56.982,165,1,102.149,52,\N
27,1485294303,23.9913,56.982,165,1,102.147,66,\N
28,1485295409,23.9981,56.9847,917,1,102.169,84,\N
29,1485297212,24.0003,56.9855,1060,1,102.187,97,\N
30,1485297943,23.9907,56.982,10,6,102.224,97,\N
31,1485302824,23.9662,56.9792,1414,5,102.23,100,\N
32,1485303624,23.9909,56.982,123,4,102.361,100,\N
33,1485306803,23.9652,56.979,1414,4,102.385,100,\N
34,1485309826,23.9905,56.9819,165,20,102.442,100,\N
35,1485310268,23.9654,56.979,1414,20,102.458,100,\N
36,1485313413,23.992,56.982,65,14,102.456,100,\N
37,1485316786,23.9653,56.979,1414,-11,102.545,100,\N
38,1485319540,23.9908,56.9818,126,14,102.63,100,\N
39,1485320133,23.9656,56.9791,1414,12,102.678,100,\N
40,1485320986,24.0001,56.9855,1414,4,102.687,100,\N
41,1485321586,23.991,56.982,165,-3,102.68,100,\N
42,1485324347,24.0232,56.9729,1060,4,102.704,100,\N
43,1485324710,24.0842,56.9507,1414,4,102.846,100,\N
44,1485325699,24.1018,56.9525,65,6,102.785,100,\N
45,1485326034,24.109,56.9549,65,7,102.88,100,\N
46,1485326554,24.1099,56.9786,1414,7,102.871,100,\N
47,1485338088,24.1099,56.975,124,0,102.869,99,\N
48,1485338814,24.1105,56.9747,65,0,103.032,99,\N
49,1485339840,24.11,56.9749,65,0,103.042,99,\N
50,1485340611,24.1098,56.975,65,0,103.042,99,\N
51,1485341557,24.1098,56.9749,65,0,103.062,99,\N
52,1485341790,24.1099,56.975,10,1,103.048,98,\N
53,1485342273,24.1097,56.9753,1173,0,103.04,97,\N
54,1485343621,24.11,56.9749,165,0,103.028,97,\N
55,1485344280,24.1099,56.975,65,0,103.011,96,\N
56,1485345268,24.11,56.9749,65,0,103.01,95,\N
57,1485345703,24.1099,56.9749,65,0,103.01,95,\N
58,1485346143,24.11,56.975,165,0,103.016,95,\N
59,1485346949,24.1099,56.9749,65,0,103.033,95,\N
60,1485347559,24.1099,56.9749,65,0,103.023,94,\N
61,1485349349,24.11,56.9749,124,0,103.031,94,\N
62,1485351211,24.1099,56.975,65,0,103.098,94,\N
63,1485351804,24.11,56.9749,65,0,103.012,94,\N
64,1485352383,24.1098,56.975,165,0,103.011,94,\N
65,1485353225,24.1098,56.9751,165,0,103.028,93,\N
66,1485354059,24.1094,56.9751,65,0,103.051,93,\N
67,1485358248,24.1495,56.9816,65,5,103.07,91,\N
68,1485358736,24.1702,56.992,65,7,103.165,90,\N
69,1485358744,24.1706,56.9919,5,-1,103.158,90,\N
70,1485359783,24.1226,56.9615,65,5,103.151,89,\N
71,1485361458,24.1159,56.958,123,5,103.133,89,\N
72,1485362343,24.0907,56.954,1022,6,103.127,88,\N
73,1485290805,\N,\N,\N,\N,\N,\N,\N
74,1485363229,24.0435,56.9548,1060,8,103.025,88,\N
75,1485364114,24.0347,56.9611,165,8,103.055,88,\N
76,1485364717,23.9491,56.961,1414,8,103.064,88,\N
77,1485365460,23.6836,56.9328,1978,8,103.041,88,\N
78,1485365878,23.6456,56.9419,1846,8,103.065,88,\N
79,1485365893,23.6483,56.9296,30,9,103.043,88,\N
80,1485366763,23.6479,56.9305,1000,31,103.055,87,\N
81,1485367254,23.6459,56.9482,1530,20,103.062,87,\N
82,1485367646,23.6481,56.929,165,1,103.057,85,\N
83,1485369446,23.6454,56.9385,1014,1,103.047,85,\N
84,1485370278,23.8969,56.9622,1414,0,103.137,84,\N
85,1485370279,23.9035,56.9568,95,1,103.137,84,\N
86,1485370652,23.9499,56.9734,1414,1,103.14,84,\N
87,1485371384,23.9911,56.9819,165,1,103.159,84,\N
88,1485371896,23.9907,56.9818,65,1,103.155,84,\N
89,1485372682,\N,\N,\N,\N,\N,\N,\N
